73	2	15	1	2	13	0.1	0	50	65
73	2	16	1	1	4	0.1	1	50	65
73	2	17	1	1	2	0.1	0	50	65
73	2	18	1	1	3	0.1	1	50	65
73	2	19	1	1	8	0.1	1	50	65
73	2	20	1	1	6	0.1	0	50	65
73	2	21	1	1	7	0.1	1	50	65
73	2	22	1	1	5	0.1	0	30	60
73	2	23	1	1	12	0.1	1	50	65
73	2	24	1	1	10	0.1	0	50	65
73	2	25	1	1	11	0.1	1	30	65
73	2	26	1	1	9	0.1	0	50	65
73	2	27	1	1	16	0.1	1	50	65
73	2	28	1	1	14	0.1	0	50	65
73	2	29	1	1	15	0.1	1	50	65
73	2	30	1	1	13	0.1	0	50	65
73	2	31	0	0	0	0.1	0	70	72
73	3	0	3	3	4	0.1	1	0	150
73	3	1	3	3	2	0.1	0	50	70
73	3	2	3	3	3	0.1	1	50	70
73	3	3	3	3	1	0.1	0	50	70
73	3	4	3	3	8	0.1	1	50	70
73	3	5	3	3	6	0.1	0	50	70
73	3	6	3	3	7	0.1	1	25	70
73	3	7	3	3	5	0.1	0	50	70
73	3	8	3	3	12	0.1	1	50	70
73	3	9	3	3	10	0.1	0	50	70
73	3	10	3	3	11	0.1	1	50	70
73	3	11	3	3	9	0.1	0	50	70
73	3	12	0	0	0	0.1	1	0	0
73	3	13	0	0	0	0.1	0	0	0
73	3	14	0	0	0	0.1	1	0	0
73	3	15	0	0	0	0.1	0	0	0
73	3	16	1	3	4	0.1	1	50	70
73	3	17	1	3	2	0.1	0	50	70
73	3	18	1	3	3	0.1	1	50	70
73	3	19	1	3	1	0.1	0	50	70
73	3	20	1	3	8	0.1	1	50	70
73	3	21	1	3	6	0.1	0	50	70
73	3	22	1	3	7	0.1	1	50	70
73	3	23	1	3	5	0.1	0	50	70
73	3	24	1	3	12	0.1	1	50	70
73	3	25	1	3	10	0.1	0	50	70
73	3	26	1	3	11	0.1	1	50	70
73	3	27	1	3	9	0.1	0	50	70
73	3	28	0	0	0	0.1	1	0	0
73	3	29	0	0	0	0.1	0	0	0
73	3	30	0	0	0	0.1	1	0	0
73	3	31	0	0	0	0.1	0	70	72
